0.6974,-60.677,-90.546,34.309,7.3319,35.427,-34.993,18.839,-55.671,-69.237,0
76.039,-62.369,-42.886,-30.909,40.62,-29.365,-40.99,71.968,-42.856,37.385,0
36.028,26.652,-5.2875,31.911,-7.0538,46.609,-9.1701,119.39,-42.8,57.449,0
36.028,26.652,-5.2875,31.911,-7.0538,46.609,-9.1701,119.39,-42.8,57.449,0
78.785,46.349,-41.69,18.195,36.152,-27.217,38.732,86.803,4.4947,0.221,0
-0.594,-30.279,-51.45,-16.232,11.979,-66.539,43.409,113.93,-6.2725,-24.725,0
-0.594,-30.279,-51.45,-16.232,11.979,-66.539,43.409,113.93,-6.2725,-24.725,0
0.10181,49.559,-62.924,-17.07,-24.294,-22.364,-11.968,111.46,45.131,-41.301,0
6.5322,59.248,-27.332,-3.8969,-20.706,-5.4713,69.832,119.63,-14.528,0.99806,0
0.10181,49.559,-62.924,-17.07,-24.294,-22.364,-11.968,111.46,45.131,-41.301,0
-0.594,-30.279,-51.45,-16.232,11.979,-66.539,43.409,113.93,-6.2725,-24.725,0
-20.766,23.295,-13.43,-11.56,14.306,-62.726,-74.58,106.21,2.7979,-40.562,0
-11.542,-17.164,10.556,28.289,64.286,-46.238,-28.606,89.411,-79.815,-10.16,0
-11.542,-17.164,10.556,28.289,64.286,-46.238,-28.606,89.411,-79.815,-10.16,0
76.039,-62.369,-42.886,-30.909,40.62,-29.365,-40.99,71.968,-42.856,37.385,0
78.785,46.349,-41.69,18.195,36.152,-27.217,38.732,86.803,4.4947,0.221,0
-0.594,-30.279,-51.45,-16.232,11.979,-66.539,43.409,113.93,-6.2725,-24.725,0
35.367,53.159,51.443,19.67,46.809,-48.314,-99.46,69.869,-19.114,36.561,0
-20.766,23.295,-13.43,-11.56,14.306,-62.726,-74.58,106.21,2.7979,-40.562,0
-20.04,54.707,-58.611,42.547,24.905,1.5454,23.42,74.973,29.534,-84.114,0
15.471,33.586,-23.254,60.013,-21.42,-18.273,10.544,120.81,1.9505,-10.84,0
6.5322,59.248,-27.332,-3.8969,-20.706,-5.4713,69.832,119.63,-14.528,0.99806,0
6.5322,59.248,-27.332,-3.8969,-20.706,-5.4713,69.832,119.63,-14.528,0.99806,0
36.028,26.652,-5.2875,31.911,-7.0538,46.609,-9.1701,119.39,-42.8,57.449,0
